Gene name	Human gene name	Human homology type
BOLA1	BOLA1	ortholog_one2one
GRHL3	GRHL3	ortholog_one2one
SLC16A4	SLC16A4	ortholog_one2one
DNAJB11	DNAJB11	ortholog_one2one
H2AC21	H2AC21	ortholog_one2one
CYB5RL	CYB5RL	ortholog_one2one
H2AC20	H2AC20	ortholog_one2one
SETSIP	SETSIP	ortholog_one2one
	EDF1	ortholog_one2one
CD200R1	CD200R1	ortholog_one2one
TGFB2	TGFB2	ortholog_one2one
ZBTB20	ZBTB20	ortholog_one2one
AADACL2	AADACL2	ortholog_one2one
SYT14	SYT14	ortholog_one2one
GRIK3	GRIK3	ortholog_one2one
RXRG	RXRG	ortholog_one2one
AHSG	AHSG	ortholog_one2one
RBM15	RBM15	ortholog_one2one
HSPG2	HSPG2	ortholog_one2one
CDCP2	CDCP2	ortholog_one2one
AADAC	AADAC	ortholog_one2one
ESYT3	ESYT3	ortholog_one2one
POLR3C	POLR3C	ortholog_one2one
COPG1	COPG1	ortholog_one2one
APOBEC4	APOBEC4	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
SPAG17	SPAG17	ortholog_one2one
MFSD2A	MFSD2A	ortholog_one2one
Metazoa_SRP	RN7SL703P	ortholog_one2one
SUCNR1	SUCNR1	ortholog_one2one
FETUB	FETUB	ortholog_one2one
COLGALT2	COLGALT2	ortholog_one2one
H2BC18	H2BC18	ortholog_one2one
Metazoa_SRP	RN7SL145P	ortholog_one2one
CSMD2	CSMD2	ortholog_one2one
ACAD11	ACAD11	ortholog_one2one
TCEANC2	TCEANC2	ortholog_one2one
U3	U3	ortholog_one2one
HRG	HRG	ortholog_one2one
CBLB	CBLB	ortholog_one2one
FCGR1A	FCGR1A	ortholog_one2one
SERTAD4	SERTAD4	ortholog_one2one
IFNLR1	IFNLR1	ortholog_one2one
SLC6A20	SLC6A20	ortholog_one2one
TSEN15	TSEN15	ortholog_one2one
LRRC52	LRRC52	ortholog_one2one
RNF115	RNF115	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
CD200R1L	CD200R1L	ortholog_one2one
	GSTT2	ortholog_many2many
	GSTT2B	ortholog_many2many
BRDT	BRDT	ortholog_one2one
DCLK3	DCLK3	ortholog_one2one
KCNC4	KCNC4	ortholog_one2one
MGST3	MGST3	ortholog_one2one
IL22RA1	IL22RA1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
MYCL	MYCL	ortholog_one2one
ITIH3	ITIH3	ortholog_one2one
CCDC80	CCDC80	ortholog_one2one
mml-mir-569	MIR569	ortholog_one2one
TRANK1	TRANK1	ortholog_one2one
TIGIT	TIGIT	ortholog_one2one
	RPL12	ortholog_one2one
TRIM11	TRIM11	ortholog_one2one
HHAT	HHAT	ortholog_one2one
Metazoa_SRP	RN7SL654P	ortholog_one2one
CD160	CD160	ortholog_one2one
SLC6A17	SLC6A17	ortholog_one2one
U6	RNU6-1024P	ortholog_one2one
U1	RNU1-27P	ortholog_one2one
C1H1orf21	C1orf21	ortholog_one2one
ADGRB2	ADGRB2	ortholog_one2one
CEP70	CEP70	ortholog_one2one
ALDH9A1	ALDH9A1	ortholog_many2many
TMEM59	TMEM59	ortholog_one2one
LZTFL1	LZTFL1	ortholog_one2one
TRIT1	TRIT1	ortholog_one2one
TRIM17	TRIM17	ortholog_one2one
CSF3R	CSF3R	ortholog_one2one
ACKR4	ACKR4	ortholog_one2one
U5	RNU5A-8P	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
DRD3	DRD3	ortholog_one2one
WDR3	WDR3	ortholog_one2one
ALX3	ALX3	ortholog_one2one
PDZK1	PDZK1	ortholog_one2one
UBA5	UBA5	ortholog_one2one
EPM2AIP1	EPM2AIP1	ortholog_one2one
MBNL1	MBNL1	ortholog_one2one
MYOM3	MYOM3	ortholog_one2one
ATP11B	ATP11B	ortholog_one2one
H3-4	H3-4	ortholog_one2one
TMCO1	TMCO1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
CCR9	CCR9	ortholog_one2one
KCNH1	KCNH1	ortholog_one2one
ACTN2	ACTN2	ortholog_one2one
MLH1	MLH1	ortholog_one2one
H2BC26	H2BC26	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
UCK2	UCK2	ortholog_one2one
CNBP	CNBP	ortholog_one2one
EDEM3	EDEM3	ortholog_one2one
SLC35A5	SLC35A5	ortholog_one2one
	BMP8A	ortholog_many2many
	BMP8B	ortholog_many2many
RNF187	RNF187	ortholog_one2one
TGFBR3	TGFBR3	ortholog_one2one
ITPR1	ITPR1	ortholog_one2one
GPR89A	GPR89A	ortholog_one2many
GPR89A	GPR89B	ortholog_one2many
MRPS15	MRPS15	ortholog_one2one
QTRT2	QTRT2	ortholog_one2one
STRIP1	STRIP1	ortholog_one2one
NPHP3	NPHP3	ortholog_one2one
FAM78B	FAM78B	ortholog_one2one
ITIH4	ITIH4	ortholog_one2one
U1	RNU1-89P	ortholog_one2one
U1	RNVU1-2	ortholog_one2one
U6	RNU6-164P	ortholog_one2one
PKLR	PKLR	ortholog_one2one
U1	RNU1-155P	ortholog_one2many
U1	RNVU1-23	ortholog_one2many
U1	RNVU1-17	ortholog_one2many
U1	RNVU1-1	ortholog_one2many
PPIE	PPIE	ortholog_one2one
SH3GLB1	SH3GLB1	ortholog_one2one
PLD1	PLD1	ortholog_one2one
U1	RNU1-68P	ortholog_one2many
U1	RNU1-153P	ortholog_one2many
U1	RNU1-143P	ortholog_one2many
U1	U1	ortholog_one2many
POGK	POGK	ortholog_one2one
ISY1	ISY1	ortholog_one2one
PIK3CD	PIK3CD	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
HCN3	HCN3	ortholog_one2one
FYCO1	FYCO1	ortholog_one2one
CCDC191	CCDC191	ortholog_one2one
	LBH	ortholog_one2many
ALCAM	ALCAM	ortholog_one2one
U7	RNU7-121P	ortholog_one2one
U1	RNU1-2	ortholog_one2one
HPCAL4	HPCAL4	ortholog_one2one
RCOR3	RCOR3	ortholog_one2one
LRRFIP2	LRRFIP2	ortholog_one2one
CLK2	CLK2	ortholog_one2one
NT5C1A	NT5C1A	ortholog_one2one
ZDHHC23	ZDHHC23	ortholog_one2one
FAIM	FAIM	ortholog_one2one
OSCP1	OSCP1	ortholog_one2one
TADA1	TADA1	ortholog_one2one
GP9	GP9	ortholog_one2one
HEYL	HEYL	ortholog_one2one
LDLRAD1	LDLRAD1	ortholog_one2one
SCAMP3	SCAMP3	ortholog_one2one
DCUN1D1	DCUN1D1	ortholog_one2one
GRAMD1C	GRAMD1C	ortholog_one2one
NIBAN1	NIBAN1	ortholog_one2one
U1	RNVU1-29	ortholog_one2one
TRAF5	TRAF5	ortholog_one2one
EFCC1	EFCC1	ortholog_one2one
U1	RNU1-28P	ortholog_one2one
SNORA63	SNORA63C	ortholog_one2one
SRSF10	SRSF10	ortholog_one2one
LRRC42	LRRC42	ortholog_one2one
LSM10	LSM10	ortholog_one2one
PABPC4	PABPC4	ortholog_one2one
Metazoa_SRP	RN7SL653P	ortholog_one2one
	TIMM50	ortholog_one2many
TMEM201	TMEM201	ortholog_one2one
ATG3	ATG3	ortholog_one2one
U2	RNU2-55P	ortholog_one2many
ENTREP3	ENTREP3	ortholog_one2one
RD3	RD3	ortholog_one2one
PNRC2	PNRC2	ortholog_one2one
TMEM108	TMEM108	ortholog_one2one
AHCYL1	AHCYL1	ortholog_one2one
CFAP92	CFAP92	ortholog_one2one
STK40	STK40	ortholog_one2one
CXCR6	CXCR6	ortholog_one2one
IFT25	IFT25	ortholog_one2one
SNORA55	SNORA55	ortholog_one2one
SLC30A1	SLC30A1	ortholog_one2one
BFSP2	BFSP2	ortholog_one2one
GBA1	GBA1	ortholog_one2one
XCR1	XCR1	ortholog_one2one
CLCA4	CLCA4	ortholog_one2one
SNORA59A	SNORA59A	ortholog_one2one
	BMP8A	ortholog_many2many
	BMP8B	ortholog_many2many
CNR2	CNR2	ortholog_one2one
EVA1B	EVA1B	ortholog_one2one
CDC7	CDC7	ortholog_one2one
HEATR1	HEATR1	ortholog_one2one
RNF2	RNF2	ortholog_one2one
FUCA1	FUCA1	ortholog_one2one
SNORA70	SNORA70	ortholog_one2one
MCCC1	MCCC1	ortholog_one2one
CCR1	CCR1	ortholog_one2one
CD200	CD200	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
PIK3CB	PIK3CB	ortholog_one2one
SH3D21	SH3D21	ortholog_one2one
NEK2	NEK2	ortholog_one2one
CCR3	CCR3	ortholog_one2one
ATP6V1A	ATP6V1A	ortholog_one2many
	PDE4DIP	ortholog_one2one
STIMATE	STIMATE	ortholog_one2one
DIO1	DIO1	ortholog_one2one
CCR2	CCR2	ortholog_one2one
ILDR2	ILDR2	ortholog_one2one
CDV3	CDV3	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
MTX1	MTX1	ortholog_one2one
TNFRSF1B	TNFRSF1B	ortholog_one2one
HMGCL	HMGCL	ortholog_one2one
ACAD9	ACAD9	ortholog_one2one
TRMT1L	TRMT1L	ortholog_one2one
U1	RNU1-43P	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
CCR5	CCR5	ortholog_one2one
U6	RNU6-1301P	ortholog_one2one
LPGAT1	LPGAT1	ortholog_one2one
P2RY1	P2RY1	ortholog_one2one
U6	RNU6-461P	ortholog_one2one
CLCA1	CLCA1	ortholog_one2one
CSF1	CSF1	ortholog_one2one
SPSB1	SPSB1	ortholog_one2one
BPNT1	BPNT1	ortholog_one2one
HMGB4	HMGB4	ortholog_one2one
CCRL2	CCRL2	ortholog_one2one
Metazoa_SRP	RN7SL835P	ortholog_one2one
SEC22B	SEC22B	ortholog_one2one
THRAP3	THRAP3	ortholog_one2one
THBS3	THBS3	ortholog_one2one
BTLA	BTLA	ortholog_one2one
Metazoa_SRP	RN7SL344P	ortholog_one2one
DSCAM	DSCAM	ortholog_one2one
NAA50	NAA50	ortholog_one2one
U6	RNU6-1071P	ortholog_one2many
U6	RNU6-1171P	ortholog_one2many
U6	RNU6-465P	ortholog_one2many
RAP2B	RAP2B	ortholog_one2one
TOPBP1	TOPBP1	ortholog_one2one
HFM1	HFM1	ortholog_one2one
GDAP2	GDAP2	ortholog_one2one
Metazoa_SRP	RN7SL300P	ortholog_one2one
IARS2	IARS2	ortholog_one2one
LAMP3	LAMP3	ortholog_one2one
TNFRSF8	TNFRSF8	ortholog_one2one
H6PD	H6PD	ortholog_one2one
RAB7A	RAB7A	ortholog_one2one
ZSCAN20	ZSCAN20	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
ZPLD1	ZPLD1	ortholog_one2one
NDC1	NDC1	ortholog_one2one
USF3	USF3	ortholog_one2one
GALE	GALE	ortholog_one2one
SWT1	SWT1	ortholog_one2one
SFMBT1	SFMBT1	ortholog_one2one
FOXL2	FOXL2	ortholog_one2one
U6	RNU6-901P	ortholog_one2one
LTF	LTF	ortholog_one2one
GOLGA4	GOLGA4	ortholog_one2one
HYI	HYI	ortholog_one2one
FOXL2NB	FOXL2NB	ortholog_one2one
U6	RNU6-777P	ortholog_one2one
mml-mir-34a	MIR34A	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
SLC9C1	SLC9C1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2many
Metazoa_SRP	RN7SL698P	ortholog_one2one
U1	RNU1-154P	ortholog_one2many
U1	RNU1-129P	ortholog_one2many
	NBPF9	ortholog_many2many
	NBPF12	ortholog_many2many
	NBPF1	ortholog_many2many
	NBPF15	ortholog_many2many
	NBPF8	ortholog_many2many
	NBPF10	ortholog_many2many
	NBPF14	ortholog_many2many
	NBPF26	ortholog_many2many
	NBPF19	ortholog_many2many
	NBPF11	ortholog_many2many
	NBPF20	ortholog_many2many
U8	U8	ortholog_one2one
GPR157	GPR157	ortholog_one2one
MCF2L2	MCF2L2	ortholog_one2one
		ortholog_one2one
PHC2	PHC2	ortholog_one2one
PRR23A	PRR23A	ortholog_one2one
MAEL	MAEL	ortholog_one2one
NOTCH2	NOTCH2	ortholog_one2one
SIDT1	SIDT1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2many
		ortholog_one2one
EPS8L3	EPS8L3	ortholog_one2one
PRR23C	PRR23C	ortholog_one2one
	EEF1D	ortholog_one2many
MIIP	MIIP	ortholog_one2one
ARHGEF26	ARHGEF26	ortholog_one2one
INTS7	INTS7	ortholog_one2one
LYPLA2	LYPLA2	ortholog_one2one
PCP4	PCP4	ortholog_one2one
mml-mir-194-1	MIR194-1	ortholog_one2one
RPN1	RPN1	ortholog_one2one
MAP7D1	MAP7D1	ortholog_one2one
		ortholog_one2one
GPA33	GPA33	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
SZT2	SZT2	ortholog_one2one
IGSF5	IGSF5	ortholog_one2one
A3GALT2	A3GALT2	ortholog_one2one
PCNT	PCNT	ortholog_one2one
ODF2L	ODF2L	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
STYXL2	STYXL2	ortholog_one2one
MRPS22	MRPS22	ortholog_one2one
ZNF644	ZNF644	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
GSTM3	GSTM3	ortholog_one2one
TENT5C	TENT5C	ortholog_one2one
LYST	LYST	ortholog_one2one
DHX36	DHX36	ortholog_one2one
PITHD1	PITHD1	ortholog_one2one
B3GALT5	B3GALT5	ortholog_one2one
ZNF362	ZNF362	ortholog_one2one
NXPE3	NFKBIZ	ortholog_one2one
RTP3	RTP3	ortholog_one2one
SLC2A5	SLC2A5	ortholog_one2one
TMEM212	TMEM212	ortholog_one2one
IVNS1ABP	IVNS1ABP	ortholog_one2one
RAB3GAP2	RAB3GAP2	ortholog_one2one
COL16A1	COL16A1	ortholog_one2one
MFN2	MFN2	ortholog_one2one
GATA2	GATA2	ortholog_one2one
LRRC2	LRRC2	ortholog_one2one
POU2F1	POU2F1	ortholog_one2one
MAN1A2	MAN1A2	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
NEGR1	NEGR1	ortholog_one2one
COPB2	COPB2	ortholog_one2one
ELOA	ELOA	ortholog_one2one
		ortholog_one2one
NR1D2	NR1D2	ortholog_one2one
U7	RNU7-95P	ortholog_one2one
U6	RNU6-678P	ortholog_one2one
B3GNT5	B3GNT5	ortholog_one2one
SLC2A7	SLC2A7	ortholog_one2one
GLIS1	GLIS1	ortholog_one2one
		ortholog_one2one
SNORA63	SNORA63E	ortholog_one2one
	TDGF1P3	ortholog_one2many
	TDGF1	ortholog_one2many
KLHL6	KLHL6	ortholog_one2one
Metazoa_SRP	RN7SL451P	ortholog_one2one
SPICE1	SPICE1	ortholog_one2one
TRIM62	TRIM62	ortholog_one2one
GET1	SH3BGR	ortholog_one2one
COL24A1	COL24A1	ortholog_one2one
EEFSEC	EEFSEC	ortholog_one2one
DMRTB1	DMRTB1	ortholog_one2one
		ortholog_one2one
TF	TF	ortholog_one2one
FNDC3B	FNDC3B	ortholog_one2one
CA6	CA6	ortholog_one2one
RFT1	RFT1	ortholog_one2one
GPR149	GPR149	ortholog_one2one
FAM240A	FAM240A	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
CEP97	CEP97	ortholog_one2one
GSTM5	GSTM2	ortholog_one2one
C3H21orf58	C21orf58	ortholog_one2one
VTCN1	VTCN1	ortholog_one2one
U7	RNU7-183P	ortholog_one2one
AZIN2	AZIN2	ortholog_one2one
TRAPPC3	TRAPPC3	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
U6	U6	ortholog_one2one
GCSAM	GCSAM	ortholog_one2one
CD247	CD247	ortholog_one2one
U6	RNU6-304P	ortholog_one2one
TRIM45	TRIM45	ortholog_one2one
MACF1	MACF1	ortholog_one2one
CD86	CD86	ortholog_one2one
U6	RNU6-823P	ortholog_one2one
ALS2CL	ALS2CL	ortholog_one2one
Metazoa_SRP	RN7SL141P	ortholog_one2one
NKIRAS1	NKIRAS1	ortholog_one2one
RBP2	RBP2	ortholog_one2one
YBEY	YBEY	ortholog_one2one
SRPRB	SRPRB	ortholog_one2one
GHSR	GHSR	ortholog_one2one
	PEF1	ortholog_one2many
RUVBL1	RUVBL1	ortholog_one2one
C2H3orf52	C3orf52	ortholog_one2one
LRP8	LRP8	ortholog_one2one
TNFSF10	TNFSF10	ortholog_one2one
TTF2	TTF2	ortholog_one2one
HCRTR1	HCRTR1	ortholog_one2one
CREG1	CREG1	ortholog_one2one
CFAP44	CFAP44	ortholog_one2one
		ortholog_one2one
	SNORA50C	ortholog_one2many
ITGA9	ITGA9	ortholog_one2one
ZNHIT6	ZNHIT6	ortholog_one2one
HMCN1	HMCN1	ortholog_one2one
RAB6B	RAB6B	ortholog_one2one
PLOD1	PLOD1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
PRKCD	PRKCD	ortholog_one2one
	DNAJC8	ortholog_one2many
RBP1	NMNAT3	ortholog_one2one
U2	RNU2-37P	ortholog_one2one
TMPRSS7	TMPRSS7	ortholog_one2one
MME	MME	ortholog_one2one
AK2	AK2	ortholog_one2one
MCM3AP	MCM3AP	ortholog_one2one
mml-mir-942	MIR942	ortholog_one2one
SEC61A1	SEC61A1	ortholog_one2one
MUC1	MUC1	ortholog_one2one
NCEH1	NCEH1	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
Metazoa_SRP	RN7SL724P	ortholog_one2one
U6	RNU6-547P	ortholog_one2one
SLCO2A1	SLCO2A1	ortholog_one2one
CD101	CD101	ortholog_one2one
TAGLN3	TAGLN3	ortholog_one2one
YEATS2	YEATS2	ortholog_one2one
ENO1	ENO1	ortholog_one2many
SERINC2	TINAGL1	ortholog_one2one
RCSD1	RCSD1	ortholog_one2one
ZBTB11	ZBTB11	ortholog_one2one
LCA5L	LCA5L	ortholog_one2one
CLSTN2	CLSTN2	ortholog_one2one
ECT2	ECT2	ortholog_one2one
ABHD10	ABHD10	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
ZRANB2	ZRANB2	ortholog_one2many
PTGFRN	PTGFRN	ortholog_one2one
SNORA36B	SNORA36B	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
mml-mir-186	MIR186	ortholog_one2one
RNF19B	RNF19B	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
ADAM30	ADAM30	ortholog_one2one
PRSS50	PRSS50	ortholog_one2one
U6	RNU6-1256P	ortholog_one2one
KBTBD12	KBTBD12	ortholog_one2one
BOC	BOC	ortholog_one2one
CCN1	CCN1	ortholog_one2one
U7	RNU7-73P	ortholog_one2one
	NBPF9	ortholog_many2many
	NBPF12	ortholog_many2many
	NBPF1	ortholog_many2many
	NBPF15	ortholog_many2many
	NBPF8	ortholog_many2many
	NBPF10	ortholog_many2many
	NBPF14	ortholog_many2many
	NBPF26	ortholog_many2many
	NBPF19	ortholog_many2many
	NBPF11	ortholog_many2many
	NBPF20	ortholog_many2many
PTGER3	PTGER3	ortholog_one2one
RYK	RYK	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
SNORA72	SNORA72	ortholog_one2one
		ortholog_one2one
PCNP	PCNP	ortholog_one2one
DDAH1	DDAH1	ortholog_one2one
TRIM42	TRIM42	ortholog_one2one
CD2	CD2	ortholog_one2one
CTDSPL	CTDSPL	ortholog_one2one
TMEM54	TMEM54	ortholog_one2one
REG4	REG4	ortholog_one2one
GNG4	GNG4	ortholog_one2one
CTH	CTH	ortholog_one2one
SPATA16	SPATA16	ortholog_one2one
MPZL1	MPZL1	ortholog_one2one
TKT	TKT	ortholog_one2one
MARK1	MARK1	ortholog_one2one
MED8	MED8	ortholog_one2one
Metazoa_SRP	RN7SL353P	ortholog_one2one
TRMT10C	TRMT10C	ortholog_one2one
LGALS8	LGALS8	ortholog_one2one
MGLL	MGLL	ortholog_one2one
AMPD2	AMPD2	ortholog_one2one
	SRM	ortholog_one2many
AMOTL2	AMOTL2	ortholog_one2one
LSS	LSS	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
HMGCS2	HMGCS2	ortholog_one2one
PHLDB2	PHLDB2	ortholog_one2one
STRIT1	STRIT1	ortholog_one2one
IGSF3	IGSF3	ortholog_one2one
PRG4	PRG4	ortholog_one2one
HPCA	HPCA	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
Metazoa_SRP	RN7SL715P	ortholog_one2one
BCL10	BCL10	ortholog_one2one
mml-mir-26a-1	MIR26A1	ortholog_one2one
ANKRD13C	ANKRD13C	ortholog_one2one
B3GALNT2	B3GALNT2	ortholog_one2one
KIAA2013	KIAA2013	ortholog_one2one
GNAT2	GNAT2	ortholog_one2one
ANAPC13	ANAPC13	ortholog_one2one
ADCY10	ADCY10	ortholog_one2one
MYL3	MYL3	ortholog_one2one
FNDC5	FNDC5	ortholog_one2one
CD58	CD58	ortholog_one2one
CZIB	CZIB	ortholog_one2one
Metazoa_SRP	RN7SL464P	ortholog_one2one
VILL	VILL	ortholog_one2one
SLC25A36	SLC25A36	ortholog_one2one
MIR197	MIR197	ortholog_one2one
C1H1orf115	C1orf115	ortholog_one2one
SYDE2	SYDE2	ortholog_one2one
U5	RNU5E-1	ortholog_one2one
NLGN1	NLGN1	ortholog_one2one
ABTB1	ABTB1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
SRSF11	SRSF11	ortholog_one2one
CDC20	CDC20	ortholog_one2one
PTH1R	PTH1R	ortholog_one2one
U6	RNU6-817P	ortholog_one2one
S100PBP	S100PBP	ortholog_one2one
GNAI3	GNAI3	ortholog_one2one
CEP63	CEP63	ortholog_one2one
ZCCHC17	ZCCHC17	ortholog_one2one
MPC2	MPC2	ortholog_one2one
NPPB	NPPB	ortholog_one2one
MTARC2	MTARC2	ortholog_one2one
DNAI3	DNAI3	ortholog_one2one
TPR	TPR	ortholog_one2one
MPL	MPL	ortholog_one2one
PODXL2	PODXL2	ortholog_one2one
NPPA	NPPA	ortholog_one2one
SPATC1L	SPATC1L	ortholog_one2one
CCDC12	CCDC12	ortholog_one2one
TAF13	TAF13	ortholog_one2one
GPR61	GPR61	ortholog_one2one
YARS1	YARS1	ortholog_one2one
EDARADD	EDARADD	ortholog_one2one
CPT2	CPT2	ortholog_one2one
	ELAPOR1	ortholog_one2many
		ortholog_one2one
MCM2	MCM2	ortholog_one2one
ATP1A1	ATP1A1	ortholog_one2one
LRRC40	LRRC40	ortholog_one2one
RERE	RERE	ortholog_one2one
AMIGO1	AMIGO1	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
HLX	HLX	ortholog_one2one
MCOLN3	MCOLN3	ortholog_one2one
FABP3	FABP3	ortholog_one2one
TIE1	TIE1	ortholog_one2one
FTCD	FTCD	ortholog_one2one
SLC1A7	SLC1A7	ortholog_one2one
CLCN6	CLCN6	ortholog_one2one
KY	KY	ortholog_one2one
Metazoa_SRP	RN7SL66P	ortholog_one2many
DCP1A	DCP1A	ortholog_one2one
ODR4	ODR4	ortholog_one2one
PLCD1	PLCD1	ortholog_one2one
CYB561D1	CYB561D1	ortholog_one2one
DCAF6	DCAF6	ortholog_one2one
WDR47	WDR47	ortholog_one2one
PODN	PODN	ortholog_one2one
SNRNP40	SNRNP40	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
NAALADL2	NAALADL2	ortholog_one2one
ATXN7L2	ATXN7L2	ortholog_one2one
DUSP10	DUSP10	ortholog_one2one
TPRA1	TPRA1	ortholog_one2one
ERO1B	ERO1B	ortholog_one2one
U6	RNU6-403P	ortholog_one2one
PDC	PDC	ortholog_one2one
SYPL2	SYPL2	ortholog_one2one
KIAA1522	KIAA1522	ortholog_one2one
BRWD1	BRWD1	ortholog_one2one
UBE2E1	UBE2E1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
SENP7	SENP7	ortholog_one2one
MCOLN2	MCOLN2	ortholog_one2one
IFFO2	IFFO2	ortholog_one2one
		ortholog_one2one
PTGS2	PTGS2	ortholog_one2one
NKAIN1	NKAIN1	ortholog_one2one
U6	RNU6-1174P	ortholog_one2one
HHIPL2	HHIPL2	ortholog_one2one
CD96	CD96	ortholog_one2one
Metazoa_SRP	RN7SL242P	ortholog_one2one
PSMA5	PSMA5	ortholog_one2one
LPAR3	LPAR3	ortholog_one2one
SYNC	SYNC	ortholog_one2one
NBEAL2	NBEAL2	ortholog_one2one
PLA2G4A	PLA2G4A	ortholog_one2one
ILDR1	ILDR1	ortholog_one2one
U6	RNU6-788P	ortholog_one2one
TAF1A	TAF1A	ortholog_one2one
C1H1orf210	C1orf210	ortholog_one2one
EPHB1	EPHB1	ortholog_one2one
LRRC7	LRRC7	ortholog_one2one
ALDH4A1	ALDH4A1	ortholog_one2one
TBCE	TBCE	ortholog_one2one
U6	RNU6-922P	ortholog_one2one
PRR20G	PRR20G	ortholog_one2one
MTHFR	MTHFR	ortholog_one2one
U6	RNU6-1047P	ortholog_one2one
SSX2IP	SSX2IP	ortholog_one2one
UBE2E2	UBE2E2	ortholog_one2one
TMEM125	TMEM125	ortholog_one2one
SORT1	SORT1	ortholog_one2one
SCP2	SCP2	ortholog_one2one
Metazoa_SRP	RN7SL538P	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
CLCC1	CLCC1	ortholog_one2one
C1H1orf167	C1orf167	ortholog_one2one
MIA3	MIA3	ortholog_one2one
	RPL6	ortholog_one2many
U3	U3	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
TAS1R2	TAS1R2	ortholog_one2one
PUM1	PUM1	ortholog_one2one
CTBS	CTBS	ortholog_one2one
U6	RNU6-1233P	ortholog_one2one
GPR137B	GPR137B	ortholog_one2one
AKNAD1	AKNAD1	ortholog_one2one
MAB21L3	MAB21L3	ortholog_one2one
		ortholog_one2one
U6	RNU6-1317P	ortholog_one2one
	MED24	ortholog_one2many
CFAP57	CFAP57	ortholog_one2one
SPATA1	SPATA1	ortholog_one2one
SLC15A2	SLC15A2	ortholog_one2one
mml-mir-1255b	MIR1255B2	ortholog_one2one
AGTRAP	AGTRAP	ortholog_one2one
PLXNA1	PLXNA1	ortholog_one2one
MYBPHL	MYBPHL	ortholog_one2one
SLC45A1	SLC45A1	ortholog_one2one
PAX7	PAX7	ortholog_one2one
ZBED2	ZBED2	ortholog_one2one
DRAXIN	DRAXIN	ortholog_one2one
DEPDC1	DEPDC1	ortholog_one2one
NID1	NID1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
SLC22A15	SLC22A15	ortholog_one2one
GNG5	GNG5	ortholog_one2one
GPSM2	GPSM2	ortholog_one2one
GPR161	GPR161	ortholog_one2one
COL6A2	COL6A2	ortholog_one2one
U6	RNU6-991P	ortholog_one2one
PARL	PARL	ortholog_one2one
AIDA	AIDA	ortholog_one2one
PSRC1	PSRC1	ortholog_one2one
MAD2L2	MAD2L2	ortholog_one2one
U1	RNU1-7P	ortholog_one2one
DNASE2B	DNASE2B	ortholog_one2one
KLHDC7A	KLHDC7A	ortholog_one2one
NECTIN3	NECTIN3	ortholog_one2one
STXBP3	STXBP3	ortholog_one2one
TIPRL	TIPRL	ortholog_one2many
BROX	BROX	ortholog_one2one
RPE65	RPE65	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
NHLH2	NHLH2	ortholog_one2one
FAM177B	FAM177B	ortholog_one2one
IGSF21	IGSF21	ortholog_one2one
CREB5	CREB5	ortholog_one2one
CACNA1D	CACNA1D	ortholog_one2one
CASQ2	CASQ2	ortholog_one2one
